user_id,name,rating,appid,age,gender
36546868,the elder scrolls v skyrim,1,72850,18.0,female
72996988,the elder scrolls v skyrim,1,72850,29.0,female
95325409,the elder scrolls v skyrim,1,72850,25.0,male
115958331,the elder scrolls v skyrim,3,72850,20.0,male
23717586,the elder scrolls v skyrim,5,72850,21.0,male
172470005,the elder scrolls v skyrim,1,72850,24.0,male
73835640,the elder scrolls v skyrim,5,72850,18.0,female
75232211,the elder scrolls v skyrim,5,72850,23.0,female
46637811,the elder scrolls v skyrim,5,72850,27.0,female
124878949,the elder scrolls v skyrim,3,72850,30.0,male
171067153,the elder scrolls v skyrim,1,72850,22.0,male
60859324,the elder scrolls v skyrim,2,72850,29.0,female
26729643,the elder scrolls v skyrim,5,72850,23.0,female
37490443,the elder scrolls v skyrim,5,72850,22.0,male
104727643,the elder scrolls v skyrim,5,72850,24.0,female
66615366,the elder scrolls v skyrim,5,72850,22.0,female
6717871,the elder scrolls v skyrim,1,72850,22.0,male
26465134,the elder scrolls v skyrim,5,72850,24.0,female
2083767,the elder scrolls v skyrim,2,72850,19.0,male
67694595,the elder scrolls v skyrim,5,72850,22.0,male
38049880,the elder scrolls v skyrim,5,72850,21.0,male
49893565,the elder scrolls v skyrim,5,72850,23.0,male
45120292,the elder scrolls v skyrim,3,72850,18.0,female
92639430,the elder scrolls v skyrim,5,72850,29.0,male
151234988,the elder scrolls v skyrim,2,72850,26.0,female
137837203,the elder scrolls v skyrim,1,72850,20.0,female
103260848,the elder scrolls v skyrim,5,72850,21.0,female
29239329,the elder scrolls v skyrim,5,72850,28.0,female
157899431,the elder scrolls v skyrim,4,72850,23.0,female
150789931,the elder scrolls v skyrim,5,72850,19.0,male
33013552,the elder scrolls v skyrim,1,72850,25.0,female
43684632,the elder scrolls v skyrim,5,72850,27.0,female
48984158,the elder scrolls v skyrim,5,72850,30.0,male
197328486,the elder scrolls v skyrim,1,72850,20.0,female
152497084,the elder scrolls v skyrim,1,72850,26.0,female
106066141,the elder scrolls v skyrim,1,72850,26.0,male
94269421,the elder scrolls v skyrim,5,72850,30.0,male
122798021,the elder scrolls v skyrim,2,72850,28.0,female
33706322,the elder scrolls v skyrim,1,72850,24.0,male
100057229,the elder scrolls v skyrim,1,72850,30.0,female
95531306,the elder scrolls v skyrim,5,72850,18.0,female
102552233,the elder scrolls v skyrim,3,72850,23.0,male
209626174,the elder scrolls v skyrim,2,72850,19.0,female
63965791,the elder scrolls v skyrim,1,72850,24.0,female
154730370,the elder scrolls v skyrim,4,72850,23.0,male
278678644,the elder scrolls v skyrim,3,72850,29.0,male
131023125,the elder scrolls v skyrim,5,72850,26.0,female
145243748,the elder scrolls v skyrim,5,72850,24.0,male
92663477,the elder scrolls v skyrim,2,72850,21.0,male
21061921,the elder scrolls v skyrim,4,72850,28.0,female
86055705,the elder scrolls v skyrim,1,72850,23.0,female
58057627,the elder scrolls v skyrim,1,72850,21.0,female
119310413,the elder scrolls v skyrim,1,72850,23.0,male
3449240,the elder scrolls v skyrim,1,72850,19.0,male
66255019,the elder scrolls v skyrim,5,72850,27.0,female
39037163,the elder scrolls v skyrim,1,72850,28.0,male
55426012,the elder scrolls v skyrim,1,72850,29.0,female
45774794,the elder scrolls v skyrim,1,72850,18.0,male
62633395,the elder scrolls v skyrim,2,72850,24.0,male
154458931,the elder scrolls v skyrim,1,72850,24.0,female
108007732,the elder scrolls v skyrim,3,72850,22.0,female
28648610,the elder scrolls v skyrim,1,72850,29.0,male
145320311,the elder scrolls v skyrim,2,72850,28.0,male
54568397,the elder scrolls v skyrim,3,72850,30.0,male
80128229,the elder scrolls v skyrim,5,72850,29.0,female
157080495,the elder scrolls v skyrim,1,72850,28.0,female
70408902,the elder scrolls v skyrim,1,72850,20.0,male
37422528,the elder scrolls v skyrim,1,72850,21.0,male
155718820,the elder scrolls v skyrim,3,72850,22.0,male
182557942,the elder scrolls v skyrim,5,72850,24.0,male
55906572,the elder scrolls v skyrim,1,72850,23.0,female
84925352,the elder scrolls v skyrim,1,72850,26.0,female
11813637,the elder scrolls v skyrim,3,72850,29.0,female
101687527,the elder scrolls v skyrim,4,72850,25.0,female
54826284,the elder scrolls v skyrim,4,72850,21.0,male
61506388,the elder scrolls v skyrim,4,72850,25.0,male
64973908,the elder scrolls v skyrim,4,72850,22.0,female
80189887,the elder scrolls v skyrim,5,72850,24.0,female
191126693,the elder scrolls v skyrim,4,72850,24.0,male
118695833,the elder scrolls v skyrim,3,72850,27.0,female
138941587,the elder scrolls v skyrim,5,72850,21.0,male
45411694,the elder scrolls v skyrim,5,72850,20.0,female
167093760,the elder scrolls v skyrim,1,72850,23.0,male
43955374,the elder scrolls v skyrim,5,72850,18.0,male
110658990,the elder scrolls v skyrim,1,72850,26.0,female
196066421,the elder scrolls v skyrim,5,72850,21.0,male
49462664,the elder scrolls v skyrim,5,72850,28.0,male
55975168,the elder scrolls v skyrim,5,72850,22.0,female
187462398,the elder scrolls v skyrim,1,72850,29.0,female
242937979,the elder scrolls v skyrim,1,72850,29.0,female
79474322,the elder scrolls v skyrim,5,72850,27.0,female
975449,the elder scrolls v skyrim,2,72850,27.0,male
107818793,the elder scrolls v skyrim,1,72850,23.0,female
33865373,the elder scrolls v skyrim,5,72850,23.0,female
17497581,the elder scrolls v skyrim,4,72850,18.0,female
96588736,the elder scrolls v skyrim,1,72850,24.0,male
126522515,the elder scrolls v skyrim,5,72850,21.0,male
86469479,the elder scrolls v skyrim,1,72850,23.0,female
91293844,the elder scrolls v skyrim,1,72850,26.0,male
17995238,the elder scrolls v skyrim,5,72850,19.0,male
53091150,the elder scrolls v skyrim,2,72850,27.0,male
66650717,the elder scrolls v skyrim,2,72850,21.0,female
48456902,the elder scrolls v skyrim,5,72850,19.0,female
15221799,the elder scrolls v skyrim,2,72850,22.0,female
133439936,the elder scrolls v skyrim,1,72850,20.0,female
143643478,the elder scrolls v skyrim,1,72850,22.0,female
99083518,the elder scrolls v skyrim,5,72850,30.0,male
58435428,the elder scrolls v skyrim,4,72850,28.0,male
70778973,the elder scrolls v skyrim,5,72850,22.0,female
149424772,the elder scrolls v skyrim,1,72850,18.0,male
93326304,the elder scrolls v skyrim,3,72850,21.0,male
7015471,the elder scrolls v skyrim,5,72850,19.0,male
91859894,the elder scrolls v skyrim,2,72850,27.0,female
42771635,the elder scrolls v skyrim,1,72850,28.0,male
48149238,the elder scrolls v skyrim,1,72850,26.0,female
126200826,the elder scrolls v skyrim,1,72850,20.0,male
146007471,the elder scrolls v skyrim,1,72850,22.0,female
132418423,the elder scrolls v skyrim,2,72850,30.0,male
94186745,the elder scrolls v skyrim,4,72850,29.0,female
47384202,the elder scrolls v skyrim,3,72850,20.0,female
105685427,the elder scrolls v skyrim,5,72850,30.0,male
74521316,the elder scrolls v skyrim,5,72850,23.0,male
80351692,the elder scrolls v skyrim,5,72850,23.0,female
165239864,the elder scrolls v skyrim,1,72850,26.0,male
44472980,the elder scrolls v skyrim,1,72850,24.0,female
11161178,the elder scrolls v skyrim,5,72850,25.0,female
103371488,the elder scrolls v skyrim,5,72850,28.0,male
175447188,the elder scrolls v skyrim,5,72850,24.0,female
127311699,the elder scrolls v skyrim,1,72850,19.0,male
22301321,the elder scrolls v skyrim,3,72850,30.0,female
92482012,the elder scrolls v skyrim,2,72850,23.0,male
255728964,the elder scrolls v skyrim,5,72850,28.0,male
122492047,the elder scrolls v skyrim,3,72850,27.0,female
107743243,the elder scrolls v skyrim,5,72850,21.0,male
106980036,the elder scrolls v skyrim,1,72850,30.0,female
94019469,the elder scrolls v skyrim,1,72850,18.0,female
59205262,the elder scrolls v skyrim,3,72850,22.0,female
23225650,the elder scrolls v skyrim,1,72850,28.0,male
80363319,the elder scrolls v skyrim,3,72850,18.0,male
118031880,the elder scrolls v skyrim,1,72850,20.0,male
156675178,the elder scrolls v skyrim,1,72850,29.0,male
181966419,the elder scrolls v skyrim,1,72850,20.0,male
93275329,the elder scrolls v skyrim,1,72850,26.0,male
94110492,the elder scrolls v skyrim,3,72850,25.0,female
107913460,the elder scrolls v skyrim,5,72850,28.0,male
108750879,the elder scrolls v skyrim,5,72850,18.0,male
57603447,the elder scrolls v skyrim,1,72850,21.0,female
71527252,the elder scrolls v skyrim,3,72850,29.0,female
170172944,the elder scrolls v skyrim,2,72850,20.0,female
302606492,the elder scrolls v skyrim,3,72850,19.0,male
183315077,the elder scrolls v skyrim,1,72850,28.0,female
65064340,the elder scrolls v skyrim,2,72850,18.0,male
38465050,the elder scrolls v skyrim,2,72850,21.0,female
51557405,the elder scrolls v skyrim,5,72850,27.0,female
118554131,the elder scrolls v skyrim,5,72850,19.0,female
124059151,the elder scrolls v skyrim,5,72850,30.0,male
55367062,the elder scrolls v skyrim,5,72850,24.0,male
94239910,the elder scrolls v skyrim,1,72850,26.0,female
161991221,the elder scrolls v skyrim,3,72850,27.0,male
59467141,the elder scrolls v skyrim,5,72850,23.0,female
81579335,the elder scrolls v skyrim,1,72850,20.0,male
58530556,the elder scrolls v skyrim,5,72850,18.0,female
30246419,the elder scrolls v skyrim,1,72850,19.0,female
80550861,the elder scrolls v skyrim,1,72850,22.0,male
88199811,the elder scrolls v skyrim,5,72850,29.0,female
155420511,the elder scrolls v skyrim,2,72850,30.0,female
127272741,the elder scrolls v skyrim,3,72850,28.0,male
35701646,the elder scrolls v skyrim,5,72850,24.0,female
135865220,the elder scrolls v skyrim,1,72850,24.0,male
163281091,the elder scrolls v skyrim,1,72850,18.0,male
121497634,the elder scrolls v skyrim,5,72850,18.0,female
59005471,the elder scrolls v skyrim,5,72850,29.0,male
259798464,the elder scrolls v skyrim,5,72850,19.0,female
116912767,the elder scrolls v skyrim,5,72850,28.0,female
11731710,the elder scrolls v skyrim,1,72850,27.0,female
133404545,the elder scrolls v skyrim,2,72850,19.0,male
52293096,the elder scrolls v skyrim,5,72850,24.0,female
130312302,the elder scrolls v skyrim,2,72850,23.0,female
160299889,the elder scrolls v skyrim,2,72850,22.0,female
97571329,the elder scrolls v skyrim,2,72850,18.0,male
177827103,the elder scrolls v skyrim,2,72850,18.0,female
69849141,the elder scrolls v skyrim,5,72850,25.0,male
181304845,the elder scrolls v skyrim,2,72850,23.0,female
146145063,the elder scrolls v skyrim,4,72850,28.0,male
107452765,the elder scrolls v skyrim,5,72850,18.0,female
127335438,the elder scrolls v skyrim,3,72850,25.0,male
185258131,the elder scrolls v skyrim,1,72850,30.0,male
46785501,the elder scrolls v skyrim,5,72850,22.0,male
60210313,the elder scrolls v skyrim,5,72850,18.0,male
96400571,the elder scrolls v skyrim,5,72850,19.0,female
79073449,the elder scrolls v skyrim,2,72850,24.0,female
45617627,the elder scrolls v skyrim,5,72850,19.0,male
58761868,the elder scrolls v skyrim,5,72850,30.0,female
112986636,the elder scrolls v skyrim,1,72850,30.0,male
32102983,the elder scrolls v skyrim,5,72850,23.0,female
160749747,the elder scrolls v skyrim,1,72850,26.0,female
101142088,the elder scrolls v skyrim,5,72850,26.0,male
130547869,the elder scrolls v skyrim,5,72850,22.0,female
27279261,the elder scrolls v skyrim,4,72850,23.0,female
100769089,the elder scrolls v skyrim,1,72850,25.0,male
98088157,the elder scrolls v skyrim,1,72850,28.0,male
67729331,the elder scrolls v skyrim,5,72850,26.0,female
90272527,the elder scrolls v skyrim,5,72850,26.0,male
131610144,the elder scrolls v skyrim,1,72850,26.0,male
59382844,the elder scrolls v skyrim,2,72850,25.0,female
297821985,the elder scrolls v skyrim,1,72850,20.0,female
105788297,the elder scrolls v skyrim,1,72850,29.0,female
276958784,the elder scrolls v skyrim,1,72850,26.0,male
182604873,the elder scrolls v skyrim,1,72850,21.0,female
73513367,the elder scrolls v skyrim,4,72850,24.0,male
17530772,the elder scrolls v skyrim,5,72850,22.0,male
94335638,the elder scrolls v skyrim,5,72850,30.0,female
121133260,the elder scrolls v skyrim,1,72850,23.0,female
156565178,the elder scrolls v skyrim,2,72850,22.0,male
83135348,the elder scrolls v skyrim,1,72850,21.0,male
77194239,the elder scrolls v skyrim,5,72850,26.0,male
98882747,the elder scrolls v skyrim,4,72850,23.0,male
203092936,the elder scrolls v skyrim,4,72850,18.0,female
97818502,the elder scrolls v skyrim,1,72850,19.0,male
248549548,the elder scrolls v skyrim,5,72850,18.0,female
51132884,the elder scrolls v skyrim,5,72850,20.0,female
105445346,the elder scrolls v skyrim,1,72850,18.0,male
103445207,the elder scrolls v skyrim,1,72850,20.0,female
68719896,the elder scrolls v skyrim,2,72850,21.0,female
117657402,the elder scrolls v skyrim,1,72850,25.0,male
80630217,the elder scrolls v skyrim,5,72850,25.0,male
53245953,the elder scrolls v skyrim,5,72850,30.0,male
199298990,the elder scrolls v skyrim,1,72850,24.0,male
185079540,the elder scrolls v skyrim,5,72850,18.0,male
105277989,the elder scrolls v skyrim,1,72850,26.0,female
67244867,the elder scrolls v skyrim,1,72850,27.0,male
240497102,the elder scrolls v skyrim,3,72850,23.0,female
95369808,the elder scrolls v skyrim,3,72850,23.0,female
118852041,the elder scrolls v skyrim,1,72850,23.0,male
16084897,the elder scrolls v skyrim,5,72850,30.0,male
131348564,the elder scrolls v skyrim,5,72850,21.0,male
116515230,the elder scrolls v skyrim,1,72850,27.0,female
101695880,the elder scrolls v skyrim,4,72850,28.0,male
99110207,the elder scrolls v skyrim,2,72850,29.0,male
48798067,the elder scrolls v skyrim,5,72850,18.0,male
62990992,the elder scrolls v skyrim,1,72850,19.0,female
10302000,the elder scrolls v skyrim,2,72850,26.0,male
152078939,the elder scrolls v skyrim,1,72850,24.0,male
115487966,the elder scrolls v skyrim,3,72850,28.0,female
65754991,the elder scrolls v skyrim,3,72850,27.0,male
113546110,the elder scrolls v skyrim,5,72850,29.0,female
44321815,the elder scrolls v skyrim,2,72850,21.0,female
64023574,the elder scrolls v skyrim,4,72850,26.0,female
101212067,the elder scrolls v skyrim,5,72850,30.0,male
209340839,the elder scrolls v skyrim,5,72850,21.0,male
19696244,the elder scrolls v skyrim,5,72850,23.0,male
92250668,the elder scrolls v skyrim,1,72850,20.0,female
124400480,the elder scrolls v skyrim,4,72850,23.0,female
115996656,the elder scrolls v skyrim,1,72850,30.0,male
92010366,the elder scrolls v skyrim,3,72850,30.0,female
132748085,the elder scrolls v skyrim,3,72850,23.0,male
49228258,the elder scrolls v skyrim,3,72850,20.0,female
90033155,the elder scrolls v skyrim,1,72850,29.0,male
92612763,the elder scrolls v skyrim,5,72850,20.0,male
115167911,the elder scrolls v skyrim,5,72850,28.0,male
94231294,the elder scrolls v skyrim,4,72850,27.0,male
49624770,the elder scrolls v skyrim,4,72850,30.0,male
159371621,the elder scrolls v skyrim,1,72850,30.0,male
201023624,the elder scrolls v skyrim,2,72850,23.0,male
26808868,the elder scrolls v skyrim,1,72850,25.0,male
10599862,the elder scrolls v skyrim,5,72850,29.0,female
98848653,the elder scrolls v skyrim,2,72850,23.0,female
76451157,the elder scrolls v skyrim,1,72850,21.0,male
112547463,the elder scrolls v skyrim,3,72850,23.0,female
108160472,the elder scrolls v skyrim,1,72850,26.0,male
45592640,the elder scrolls v skyrim,5,72850,22.0,female
238410719,the elder scrolls v skyrim,1,72850,28.0,male
46607365,the elder scrolls v skyrim,5,72850,18.0,male
197652539,the elder scrolls v skyrim,2,72850,26.0,male
167815968,the elder scrolls v skyrim,1,72850,25.0,male
165755355,the elder scrolls v skyrim,5,72850,28.0,male
96696864,the elder scrolls v skyrim,5,72850,21.0,female
149810726,the elder scrolls v skyrim,3,72850,20.0,female
186167611,the elder scrolls v skyrim,1,72850,29.0,male
83770731,the elder scrolls v skyrim,1,72850,28.0,male
82287546,the elder scrolls v skyrim,1,72850,21.0,male
114727578,the elder scrolls v skyrim,5,72850,22.0,male
101596530,the elder scrolls v skyrim,5,72850,26.0,male
30912860,the elder scrolls v skyrim,1,72850,20.0,female
155919035,the elder scrolls v skyrim,1,72850,21.0,female
156818121,the elder scrolls v skyrim,4,72850,24.0,female
14126086,the elder scrolls v skyrim,5,72850,28.0,female
59662830,the elder scrolls v skyrim,3,72850,30.0,male
30061970,the elder scrolls v skyrim,4,72850,30.0,male
31187179,the elder scrolls v skyrim,1,72850,19.0,female
111163130,the elder scrolls v skyrim,3,72850,21.0,female
61189155,the elder scrolls v skyrim,5,72850,21.0,male
92503355,the elder scrolls v skyrim,2,72850,30.0,female
40212239,the elder scrolls v skyrim,5,72850,28.0,male
77127388,the elder scrolls v skyrim,5,72850,18.0,female
112626210,the elder scrolls v skyrim,3,72850,29.0,female
81672131,the elder scrolls v skyrim,3,72850,25.0,female
8776918,the elder scrolls v skyrim,5,72850,20.0,female
561758,the elder scrolls v skyrim,1,72850,29.0,female
127072755,the elder scrolls v skyrim,1,72850,25.0,male
12760368,the elder scrolls v skyrim,5,72850,18.0,male
13190476,the elder scrolls v skyrim,5,72850,25.0,female
75001116,the elder scrolls v skyrim,5,72850,23.0,male
137610845,the elder scrolls v skyrim,4,72850,25.0,female
144071257,the elder scrolls v skyrim,1,72850,29.0,male
116876958,the elder scrolls v skyrim,2,72850,18.0,male
92484390,the elder scrolls v skyrim,1,72850,24.0,male
61772065,the elder scrolls v skyrim,2,72850,20.0,male
187463594,the elder scrolls v skyrim,1,72850,25.0,female
54819677,the elder scrolls v skyrim,5,72850,29.0,female
8259307,the elder scrolls v skyrim,1,72850,29.0,female
12144171,the elder scrolls v skyrim,5,72850,20.0,male
144679568,the elder scrolls v skyrim,1,72850,27.0,male
11970504,the elder scrolls v skyrim,3,72850,30.0,female
182593878,the elder scrolls v skyrim,5,72850,24.0,male
96504332,the elder scrolls v skyrim,5,72850,21.0,male
65145468,the elder scrolls v skyrim,2,72850,20.0,male
86481908,the elder scrolls v skyrim,5,72850,27.0,male
16645459,the elder scrolls v skyrim,3,72850,20.0,male
110369840,the elder scrolls v skyrim,3,72850,20.0,male
73195149,the elder scrolls v skyrim,5,72850,24.0,male
163361275,the elder scrolls v skyrim,5,72850,26.0,female
202427012,the elder scrolls v skyrim,1,72850,28.0,male
224070533,the elder scrolls v skyrim,3,72850,22.0,female
50032397,the elder scrolls v skyrim,5,72850,26.0,female
132300630,the elder scrolls v skyrim,1,72850,30.0,female
86041729,the elder scrolls v skyrim,5,72850,20.0,female
58297398,the elder scrolls v skyrim,1,72850,24.0,male
112199961,the elder scrolls v skyrim,1,72850,22.0,male
71777065,the elder scrolls v skyrim,5,72850,29.0,male
95037089,the elder scrolls v skyrim,5,72850,26.0,male
250457669,the elder scrolls v skyrim,1,72850,19.0,female
81439192,the elder scrolls v skyrim,5,72850,18.0,female
191907008,the elder scrolls v skyrim,1,72850,18.0,male
294091752,the elder scrolls v skyrim,1,72850,23.0,male
32126281,the elder scrolls v skyrim,2,72850,27.0,male
207718097,the elder scrolls v skyrim,1,72850,24.0,female
134322141,the elder scrolls v skyrim,2,72850,18.0,male
171611544,the elder scrolls v skyrim,1,72850,26.0,male
110478743,the elder scrolls v skyrim,1,72850,30.0,male
150305902,the elder scrolls v skyrim,1,72850,26.0,female
109205612,the elder scrolls v skyrim,1,72850,23.0,female
109598076,the elder scrolls v skyrim,2,72850,20.0,male
134213189,the elder scrolls v skyrim,3,72850,18.0,female
44545959,the elder scrolls v skyrim,5,72850,18.0,female
220012683,the elder scrolls v skyrim,5,72850,29.0,female
105243827,the elder scrolls v skyrim,4,72850,24.0,male
258531019,the elder scrolls v skyrim,1,72850,27.0,male
16154372,the elder scrolls v skyrim,5,72850,20.0,female
67349307,the elder scrolls v skyrim,2,72850,24.0,male
155624237,the elder scrolls v skyrim,1,72850,30.0,female
172518437,the elder scrolls v skyrim,3,72850,20.0,female
90104676,the elder scrolls v skyrim,3,72850,26.0,female
39361297,the elder scrolls v skyrim,1,72850,23.0,male
107028289,the elder scrolls v skyrim,5,72850,22.0,female
277239386,the elder scrolls v skyrim,3,72850,30.0,male
209608167,the elder scrolls v skyrim,5,72850,29.0,female
